NCM;inicio_vigencia;fim_vigencia;uTrib_abreviatura;Descricao_uTrib;
07133329;01/01/2016;;KG;Quilograma;
07133391;01/01/2016;;KG;Quilograma;
07133399;01/01/2016;;KG;Quilograma;
07133410;01/01/2016;;KG;Quilograma;
07133490;01/01/2016;;KG;Quilograma;
07133510;01/01/2016;;KG;Quilograma;
07133590;01/01/2016;;KG;Quilograma;
07133910;01/01/2016;;KG;Quilograma;
07133990;01/01/2016;;KG;Quilograma;
07134010;01/01/2016;;KG;Quilograma;
07134090;01/01/2016;;KG;Quilograma;
07135010;01/01/2016;;KG;Quilograma;
07135090;01/01/2016;;KG;Quilograma;
07136010;01/01/2016;;KG;Quilograma;
07136090;01/01/2016;;KG;Quilograma;
07139010;01/01/2016;;KG;Quilograma;
07139090;01/01/2016;;KG;Quilograma;
07141000;01/01/2016;;KG;Quilograma;
07142000;01/01/2016;;KG;Quilograma;
07143000;01/01/2016;;KG;Quilograma;
07144000;01/01/2016;;KG;Quilograma;
07145000;01/01/2016;;KG;Quilograma;
07149000;01/01/2016;;KG;Quilograma;
08011100;01/01/2016;;KG;Quilograma;
08011200;01/01/2016;;KG;Quilograma;
08011900;01/01/2016;;KG;Quilograma;
08012100;01/01/2016;;KG;Quilograma;
08012200;01/01/2016;;KG;Quilograma;
08013100;01/01/2016;;KG;Quilograma;
08013200;01/01/2016;;KG;Quilograma;
08021100;01/01/2016;;KG;Quilograma;
08021200;01/01/2016;;KG;Quilograma;
08022100;01/01/2016;;KG;Quilograma;
08022200;01/01/2016;;KG;Quilograma;
08023100;01/01/2016;;KG;Quilograma;
08023200;01/01/2016;;KG;Quilograma;
08024100;01/01/2016;;KG;Quilograma;
08024200;01/01/2016;;KG;Quilograma;
08025100;01/01/2016;;KG;Quilograma;
08025200;01/01/2016;;KG;Quilograma;
08026100;01/01/2016;;KG;Quilograma;
08026200;01/01/2016;;KG;Quilograma;
08027000;01/01/2016;;KG;Quilograma;
08028000;01/01/2016;;KG;Quilograma;
08029100;01/04/2022;;KG;Quilograma;
08029200;01/04/2022;;KG;Quilograma;
08029900;01/04/2022;;KG;Quilograma;
08031000;01/01/2016;;KG;Quilograma;
08039000;01/01/2016;;KG;Quilograma;
08041010;01/01/2016;;KG;Quilograma;
08041020;01/01/2016;;KG;Quilograma;
08042010;01/01/2016;;KG;Quilograma;
08042020;01/01/2016;;KG;Quilograma;
08043000;01/01/2016;;KG;Quilograma;
08044000;01/01/2016;;KG;Quilograma;
08045010;01/01/2016;;KG;Quilograma;
08045020;01/01/2016;;KG;Quilograma;
08045030;01/01/2016;;KG;Quilograma;
08051000;01/01/2016;;KG;Quilograma;
08052100;01/01/2017;;KG;Quilograma;
08052200;01/01/2017;;KG;Quilograma;
08052900;01/01/2017;;KG;Quilograma;
08054000;01/01/2016;;KG;Quilograma;
08055000;01/01/2016;;KG;Quilograma;
08059000;01/01/2016;;KG;Quilograma;
08061000;01/01/2016;;KG;Quilograma;
08062000;01/01/2016;;KG;Quilograma;
08071100;01/01/2016;;KG;Quilograma;
08071900;01/01/2016;;KG;Quilograma;
08072000;01/01/2016;;KG;Quilograma;
08081000;01/01/2016;;KG;Quilograma;
08083000;01/01/2016;;KG;Quilograma;
08084000;01/01/2016;;KG;Quilograma;
08091000;01/01/2016;;KG;Quilograma;
08092100;01/01/2016;;KG;Quilograma;
08092900;01/01/2016;;KG;Quilograma;
08093010;01/01/2016;;KG;Quilograma;
08093020;01/01/2016;;KG;Quilograma;
08094000;01/01/2016;;KG;Quilograma;
08101000;01/01/2016;;KG;Quilograma;
08102000;01/01/2016;;KG;Quilograma;
08103000;01/01/2016;;KG;Quilograma;
08104000;01/01/2016;;KG;Quilograma;
08105000;01/01/2016;;KG;Quilograma;
08106000;01/01/2016;;KG;Quilograma;
08107000;01/01/2016;;KG;Quilograma;
08109011;01/07/2017;;KG;Quilograma;
08109012;01/07/2017;;KG;Quilograma;
08109013;01/07/2017;;KG;Quilograma;
08109014;01/07/2017;;KG;Quilograma;
08109015;01/07/2017;;KG;Quilograma;
08109016;01/07/2017;;KG;Quilograma;
08109017;01/07/2017;;KG;Quilograma;
08109090;01/07/2017;;KG;Quilograma;
08111000;01/01/2016;;KG;Quilograma;
08112000;01/01/2016;;KG;Quilograma;
08119000;01/01/2016;;KG;Quilograma;
08121000;01/01/2016;;KG;Quilograma;
08129000;01/01/2016;;KG;Quilograma;
08131000;01/01/2016;;KG;Quilograma;
08132010;01/01/2016;;KG;Quilograma;
08132020;01/01/2016;;KG;Quilograma;
08133000;01/01/2016;;KG;Quilograma;
08134010;01/01/2016;;KG;Quilograma;
08134090;01/01/2016;;KG;Quilograma;
08135000;01/01/2016;;KG;Quilograma;
08140000;01/01/2016;;KG;Quilograma;
09011110;01/01/2016;;TON;Tonel Metr Liquida;
09011190;01/01/2016;;KG;Quilograma;
09011200;01/01/2016;;KG;Quilograma;
09012100;01/01/2016;;KG;Quilograma;
09012200;01/01/2016;;KG;Quilograma;
09019000;01/01/2016;;KG;Quilograma;
09021000;01/01/2016;;KG;Quilograma;
09022000;01/01/2016;;KG;Quilograma;
09023000;01/01/2016;;KG;Quilograma;
09024000;01/01/2016;;KG;Quilograma;
09030010;01/01/2016;;KG;Quilograma;
09030090;01/01/2016;;KG;Quilograma;
09041100;01/01/2016;;KG;Quilograma;
09041200;01/01/2016;;KG;Quilograma;
09042100;01/01/2016;;KG;Quilograma;
09042200;01/01/2016;;KG;Quilograma;
09051000;01/01/2016;;KG;Quilograma;
09052000;01/01/2016;;KG;Quilograma;
09061100;01/01/2016;;KG;Quilograma;
09061900;01/01/2016;;KG;Quilograma;
09062000;01/01/2016;;KG;Quilograma;
09071000;01/01/2016;;KG;Quilograma;
09072000;01/01/2016;;KG;Quilograma;
09081100;01/01/2016;;KG;Quilograma;
09081200;01/01/2016;;KG;Quilograma;
09082100;01/01/2016;;KG;Quilograma;
09082200;01/01/2016;;KG;Quilograma;
09083100;01/01/2016;;KG;Quilograma;
09083200;01/01/2016;;KG;Quilograma;
09092100;01/01/2016;;KG;Quilograma;
09092200;01/01/2016;;KG;Quilograma;
09093100;01/01/2016;;KG;Quilograma;
09093200;01/01/2016;;KG;Quilograma;
09096110;01/01/2016;;KG;Quilograma;
09096120;01/01/2016;;KG;Quilograma;
09096190;01/01/2016;;KG;Quilograma;
09096210;01/01/2016;;KG;Quilograma;
09096220;01/01/2016;;KG;Quilograma;
09096290;01/01/2016;;KG;Quilograma;
09101100;01/01/2016;;KG;Quilograma;
09101200;01/01/2016;;KG;Quilograma;
09102000;01/01/2016;;KG;Quilograma;
09103000;01/01/2016;;KG;Quilograma;
09109100;01/01/2016;;KG;Quilograma;
09109900;01/01/2016;;KG;Quilograma;
10011100;01/01/2016;;KG;Quilograma;
10011900;01/01/2016;;KG;Quilograma;
10019100;01/01/2016;;KG;Quilograma;
10019900;01/01/2016;;KG;Quilograma;
10021000;01/01/2016;;KG;Quilograma;
10029000;01/01/2016;;KG;Quilograma;
10031000;01/01/2016;;KG;Quilograma;
10039010;01/01/2016;;KG;Quilograma;
10039080;01/01/2016;;KG;Quilograma;
10039090;01/01/2016;;KG;Quilograma;
10041000;01/01/2016;;KG;Quilograma;
10049000;01/01/2016;;KG;Quilograma;
10051000;01/01/2016;;KG;Quilograma;
10059010;01/01/2016;;KG;Quilograma;
10059090;01/01/2016;;KG;Quilograma;
10061010;01/01/2016;;KG;Quilograma;
10061091;01/01/2016;;KG;Quilograma;
10061092;01/01/2016;;KG;Quilograma;
10062010;01/01/2016;;KG;Quilograma;
10062020;01/01/2016;;KG;Quilograma;
10063011;01/01/2016;;KG;Quilograma;
10063019;01/01/2016;;KG;Quilograma;
10063021;01/01/2016;;KG;Quilograma;
10063029;01/01/2016;;KG;Quilograma;
10064000;01/01/2016;;KG;Quilograma;
10071000;01/01/2016;;KG;Quilograma;
10079000;01/01/2016;;KG;Quilograma;
10081010;01/01/2016;;KG;Quilograma;
10081090;01/01/2016;;KG;Quilograma;
10082110;01/01/2016;;KG;Quilograma;
10082190;01/01/2016;;KG;Quilograma;
10082910;01/01/2016;;KG;Quilograma;
10082990;01/01/2016;;KG;Quilograma;
10083010;01/01/2016;;KG;Quilograma;
10083090;01/01/2016;;KG;Quilograma;
10084010;01/01/2016;;KG;Quilograma;
10084090;01/01/2016;;KG;Quilograma;
10085010;01/01/2016;;KG;Quilograma;
10085090;01/01/2016;;KG;Quilograma;
10086010;01/01/2016;;KG;Quilograma;
10086090;01/01/2016;;KG;Quilograma;
10089010;01/01/2016;;KG;Quilograma;
10089090;01/01/2016;;KG;Quilograma;
11010010;01/01/2016;;KG;Quilograma;
11010020;01/01/2016;;KG;Quilograma;
11022000;01/01/2016;;KG;Quilograma;
11029000;01/01/2016;;KG;Quilograma;
11031100;01/01/2016;;KG;Quilograma;
11031300;01/01/2016;;KG;Quilograma;
11031900;01/01/2016;;KG;Quilograma;
11032000;01/01/2016;;KG;Quilograma;
11041200;01/01/2016;;KG;Quilograma;
11041900;01/01/2016;;KG;Quilograma;
11042200;01/01/2016;;KG;Quilograma;
11042300;01/01/2016;;KG;Quilograma;
11042900;01/01/2016;;KG;Quilograma;
11043000;01/01/2016;;KG;Quilograma;
11051000;01/01/2016;;KG;Quilograma;
11052000;01/01/2016;;KG;Quilograma;
11061000;01/01/2016;;KG;Quilograma;
11062000;01/01/2016;;KG;Quilograma;
11063000;01/01/2016;;KG;Quilograma;
11071010;01/01/2016;;KG;Quilograma;
11071020;01/01/2016;;KG;Quilograma;
11072010;01/01/2016;;KG;Quilograma;
11072020;01/01/2016;;KG;Quilograma;
11081100;01/01/2016;;KG;Quilograma;
11081200;01/01/2016;;KG;Quilograma;
11081300;01/01/2016;;KG;Quilograma;
11081400;01/01/2016;;KG;Quilograma;
11081900;01/01/2016;;KG;Quilograma;
11082000;01/01/2016;;KG;Quilograma;
11090000;01/01/2016;;KG;Quilograma;
12011000;01/01/2016;;KG;Quilograma;
12019000;01/01/2016;;TON;Tonel Metr Liquida;
12023000;01/01/2016;;KG;Quilograma;
12024100;01/01/2016;;KG;Quilograma;
12024200;01/01/2016;;KG;Quilograma;
12030000;01/01/2016;;KG;Quilograma;
12040010;01/01/2016;;KG;Quilograma;
12040090;01/01/2016;;KG;Quilograma;
12051010;01/01/2016;;KG;Quilograma;
12051090;01/01/2016;;KG;Quilograma;
12059010;01/01/2016;;KG;Quilograma;
12059090;01/01/2016;;KG;Quilograma;
12060010;01/01/2016;;KG;Quilograma;
12060090;01/01/2016;;KG;Quilograma;
12071010;01/01/2016;;KG;Quilograma;
12071090;01/01/2016;;KG;Quilograma;
12072100;01/01/2016;;KG;Quilograma;
12072900;01/01/2016;;KG;Quilograma;
12073010;01/01/2016;;KG;Quilograma;
12073090;01/01/2016;;KG;Quilograma;
12074010;01/01/2016;;KG;Quilograma;
12074090;01/01/2016;;KG;Quilograma;
12075010;01/01/2016;;KG;Quilograma;
12075090;01/01/2016;;KG;Quilograma;
12076010;01/01/2016;;KG;Quilograma;
12076090;01/01/2016;;KG;Quilograma;
12077010;01/01/2016;;KG;Quilograma;
12077090;01/01/2016;;KG;Quilograma;
12079110;01/01/2016;;KG;Quilograma;
12079190;01/01/2016;;KG;Quilograma;
12079910;01/01/2016;;KG;Quilograma;
12079990;01/01/2016;;KG;Quilograma;
12081000;01/01/2016;;KG;Quilograma;
12089000;01/01/2016;;KG;Quilograma;
12091000;01/01/2016;;KG;Quilograma;
12092100;01/01/2016;;KG;Quilograma;
12092200;01/01/2016;;KG;Quilograma;
12092300;01/01/2016;;KG;Quilograma;
12092400;01/01/2016;;KG;Quilograma;
12092500;01/01/2016;;KG;Quilograma;
12092900;01/01/2016;;KG;Quilograma;
12093000;01/01/2016;;KG;Quilograma;
12099100;01/01/2016;;KG;Quilograma;
12099900;01/01/2016;;KG;Quilograma;
12101000;01/01/2016;;KG;Quilograma;
12102010;01/01/2016;;KG;Quilograma;
12102020;01/01/2016;;KG;Quilograma;
12112000;01/01/2016;;KG;Quilograma;
12113000;01/01/2016;;KG;Quilograma;
12114000;01/01/2016;;KG;Quilograma;
12115000;01/01/2017;;KG;Quilograma;
12116000;01/04/2022;;KG;Quilograma;
12119010;01/01/2016;;KG;Quilograma;
12119090;01/01/2016;;KG;Quilograma;
12122100;01/01/2016;;KG;Quilograma;
12122900;01/01/2016;;KG;Quilograma;
12129100;01/01/2016;;KG;Quilograma;
12129200;01/01/2016;;KG;Quilograma;
12129300;01/01/2016;;KG;Quilograma;
12129400;01/01/2016;;KG;Quilograma;
12129910;01/01/2016;;KG;Quilograma;
12129990;01/01/2016;;KG;Quilograma;
12130000;01/01/2016;;KG;Quilograma;
12141000;01/01/2016;;KG;Quilograma;
12149000;01/01/2016;;KG;Quilograma;
13012000;01/01/2016;;KG;Quilograma;
13019010;01/01/2016;;KG;Quilograma;
13019090;01/01/2016;;KG;Quilograma;
13021110;01/01/2016;;KG;Quilograma;
13021190;01/01/2016;;KG;Quilograma;
13021200;01/01/2016;;KG;Quilograma;
13021300;01/01/2016;;KG;Quilograma;
13021400;01/01/2017;;KG;Quilograma;
13021910;01/01/2016;;KG;Quilograma;
13021920;01/01/2016;;KG;Quilograma;
13021930;01/01/2016;;KG;Quilograma;
13021940;01/01/2016;;KG;Quilograma;
13021950;01/01/2016;;KG;Quilograma;
13021960;01/01/2016;;KG;Quilograma;
13021991;01/01/2016;;KG;Quilograma;
13021999;01/01/2016;;KG;Quilograma;
13022010;01/01/2016;;KG;Quilograma;
13022090;01/01/2016;;KG;Quilograma;
13023100;01/01/2016;;KG;Quilograma;
13023211;01/01/2016;;KG;Quilograma;
13023219;01/01/2016;;KG;Quilograma;
13023220;01/01/2016;;KG;Quilograma;
13023910;01/01/2016;;KG;Quilograma;
13023990;01/01/2016;;KG;Quilograma;
14011000;01/01/2016;;KG;Quilograma;
14012000;01/01/2016;;KG;Quilograma;
14019000;01/01/2016;;KG;Quilograma;
14042010;01/01/2016;;KG;Quilograma;
14042090;01/01/2016;;KG;Quilograma;
14049010;01/01/2016;;KG;Quilograma;
14049090;01/01/2016;;KG;Quilograma;
15011000;01/01/2016;;KG;Quilograma;
15012000;01/01/2016;;KG;Quilograma;
15019000;01/01/2016;;KG;Quilograma;
15021011;01/01/2016;;KG;Quilograma;
15021012;01/01/2016;;KG;Quilograma;
15021019;01/01/2016;;KG;Quilograma;
15021090;01/01/2016;;KG;Quilograma;
15029000;01/01/2016;;KG;Quilograma;
15030000;01/01/2016;;KG;Quilograma;
15041011;01/01/2016;;KG;Quilograma;
15041019;01/01/2016;;KG;Quilograma;
15041090;01/01/2016;;KG;Quilograma;
15042000;01/01/2016;;KG;Quilograma;
15043000;01/01/2016;;KG;Quilograma;
15050010;01/01/2016;;KG;Quilograma;
15050090;01/01/2016;;KG;Quilograma;
15060000;01/01/2016;;KG;Quilograma;
15071000;01/01/2016;;TON;Tonel Metr Liquida;
15079011;01/01/2016;;TON;Tonel Metr Liquida;
15079019;01/01/2016;;TON;Tonel Metr Liquida;
15079090;01/01/2016;;TON;Tonel Metr Liquida;
15081000;01/01/2016;;KG;Quilograma;
15089000;01/01/2016;;KG;Quilograma;
15092000;01/04/2022;;KG;Quilograma;
15093000;01/04/2022;;KG;Quilograma;
15094000;01/04/2022;;KG;Quilograma;
15099010;01/01/2016;;KG;Quilograma;
15099090;01/01/2016;;KG;Quilograma;
15101000;01/04/2022;;KG;Quilograma;
15109000;01/04/2022;;KG;Quilograma;
15111000;01/01/2016;;KG;Quilograma;
15119000;01/01/2016;;KG;Quilograma;
15121110;01/01/2016;;KG;Quilograma;
15121120;01/01/2016;;KG;Quilograma;
15121911;01/01/2016;;KG;Quilograma;
15121919;01/01/2016;;KG;Quilograma;
15121920;01/01/2016;;KG;Quilograma;
15122100;01/01/2016;;KG;Quilograma;
15122910;01/01/2016;;KG;Quilograma;
15122990;01/01/2016;;KG;Quilograma;
15131100;01/01/2016;;KG;Quilograma;
15131900;01/01/2016;;KG;Quilograma;
15132111;01/07/2022;;KG;Quilograma;
15132119;01/07/2022;;KG;Quilograma;
15132120;01/01/2016;;KG;Quilograma;
15132911;01/07/2022;;KG;Quilograma;
15132919;01/07/2022;;KG;Quilograma;
15132920;01/01/2016;;KG;Quilograma;
15141100;01/01/2016;;KG;Quilograma;
15141910;01/01/2016;;KG;Quilograma;
15141990;01/01/2016;;KG;Quilograma;
15149100;01/01/2016;;KG;Quilograma;
15149910;01/01/2016;;KG;Quilograma;
15149990;01/01/2016;;KG;Quilograma;
15151100;01/01/2016;;KG;Quilograma;
15151900;01/01/2016;;KG;Quilograma;
15152100;01/01/2016;;KG;Quilograma;
15152910;01/01/2016;;KG;Quilograma;
15152990;01/01/2016;;KG;Quilograma;
15153000;01/01/2016;;KG;Quilograma;
15155000;01/01/2016;;KG;Quilograma;
15156000;01/04/2022;;KG;Quilograma;
15159010;01/01/2016;;KG;Quilograma;
15159021;01/01/2016;;KG;Quilograma;
15159022;01/01/2016;;KG;Quilograma;
15159090;01/01/2016;;KG;Quilograma;
15161000;01/01/2016;;KG;Quilograma;
15162000;01/01/2016;;KG;Quilograma;
15163000;01/04/2022;;KG;Quilograma;
15171000;01/01/2016;;KG;Quilograma;
15179010;01/01/2016;;KG;Quilograma;
15179090;01/01/2016;;KG;Quilograma;
15180010;01/01/2016;;KG;Quilograma;
15180090;01/01/2016;;KG;Quilograma;
15200010;01/01/2016;;KG;Quilograma;
15200020;01/01/2016;;KG;Quilograma;
15211000;01/01/2016;;KG;Quilograma;
15219011;01/01/2016;;KG;Quilograma;
15219019;01/01/2016;;KG;Quilograma;
15219090;01/01/2016;;KG;Quilograma;
15220000;01/01/2016;;KG;Quilograma;
16010000;01/01/2016;;KG;Quilograma;
16021000;01/01/2016;;KG;Quilograma;
16022000;01/01/2016;;KG;Quilograma;
16023100;01/01/2016;;KG;Quilograma;
16023210;01/01/2016;;KG;Quilograma;
16023220;01/01/2016;;KG;Quilograma;
16023230;01/01/2016;;KG;Quilograma;
16023290;01/01/2016;;KG;Quilograma;
16023900;01/01/2016;;KG;Quilograma;
16024100;01/01/2016;;KG;Quilograma;
16024200;01/01/2016;;KG;Quilograma;
16024900;01/01/2016;;KG;Quilograma;
16025000;01/01/2016;;KG;Quilograma;
16029000;01/01/2016;;KG;Quilograma;
16030000;01/01/2016;;KG;Quilograma;
16041100;01/01/2016;;KG;Quilograma;
16041200;01/01/2016;;KG;Quilograma;
16041310;01/01/2016;;KG;Quilograma;
16041390;01/01/2016;;KG;Quilograma;
16041410;01/01/2016;;KG;Quilograma;
16041420;01/01/2016;;KG;Quilograma;
16041430;01/01/2016;;KG;Quilograma;
16041500;01/01/2016;;KG;Quilograma;
16041600;01/01/2016;;KG;Quilograma;
16041700;01/01/2016;;KG;Quilograma;
16041800;01/01/2017;;KG;Quilograma;
16041900;01/01/2016;;KG;Quilograma;
16042010;01/01/2016;;KG;Quilograma;
16042020;01/01/2016;;KG;Quilograma;
16042030;01/01/2016;;KG;Quilograma;
16042090;01/01/2016;;KG;Quilograma;
16043100;01/01/2016;;KG;Quilograma;
16043200;01/01/2016;;KG;Quilograma;
16051000;01/01/2016;;KG;Quilograma;
16052100;01/01/2016;;KG;Quilograma;
16052900;01/01/2016;;KG;Quilograma;
16053000;01/01/2016;;KG;Quilograma;
16054000;01/01/2016;;KG;Quilograma;
16055100;01/01/2016;;KG;Quilograma;
16055200;01/01/2016;;KG;Quilograma;
16055300;01/01/2016;;KG;Quilograma;
16055400;01/01/2016;;KG;Quilograma;
16055500;01/01/2016;;KG;Quilograma;
16055600;01/01/2016;;KG;Quilograma;
16055700;01/01/2016;;KG;Quilograma;
16055800;01/01/2016;;KG;Quilograma;
16055900;01/01/2016;;KG;Quilograma;
16056100;01/01/2016;;KG;Quilograma;
16056200;01/01/2016;;KG;Quilograma;
16056300;01/01/2016;;KG;Quilograma;
16056900;01/01/2016;;KG;Quilograma;
17011200;01/01/2016;;KG;Quilograma;
17011300;01/01/2016;;TON;Tonel Metr Liquida;
17011400;01/01/2016;;TON;Tonel Metr Liquida;
17019100;01/01/2016;;KG;Quilograma;
17019900;01/01/2016;;TON;Tonel Metr Liquida;
17021100;01/01/2016;;KG;Quilograma;
17021900;01/01/2016;;KG;Quilograma;
17022000;01/01/2016;;KG;Quilograma;
17023011;01/01/2016;;KG;Quilograma;
17023019;01/01/2016;;KG;Quilograma;
17023020;01/01/2016;;KG;Quilograma;
17024010;01/01/2016;;KG;Quilograma;
17024020;01/01/2016;;KG;Quilograma;
17025000;01/01/2016;;KG;Quilograma;
17026010;01/01/2016;;KG;Quilograma;
17026020;01/01/2016;;KG;Quilograma;
17029000;01/01/2016;;KG;Quilograma;
17031000;01/01/2016;;KG;Quilograma;
17039000;01/01/2016;;KG;Quilograma;
17041000;01/01/2016;;KG;Quilograma;
17049010;01/01/2016;;KG;Quilograma;
17049020;01/01/2016;;KG;Quilograma;
17049090;01/01/2016;;KG;Quilograma;
18010000;01/01/2016;;TON;Tonel Metr Liquida;
18020000;01/01/2016;;KG;Quilograma;
18031000;01/01/2016;;TON;Tonel Metr Liquida;
18032000;01/01/2016;;TON;Tonel Metr Liquida;
18040000;01/01/2016;;TON;Tonel Metr Liquida;
18050000;01/01/2016;;TON;Tonel Metr Liquida;
18061000;01/01/2016;;KG;Quilograma;
18062000;01/01/2016;;KG;Quilograma;
18063110;01/01/2016;;KG;Quilograma;
18063120;01/01/2016;;KG;Quilograma;
18063210;01/01/2016;;KG;Quilograma;
18063220;01/01/2016;;KG;Quilograma;
18069000;01/01/2016;;KG;Quilograma;
19011010;01/01/2016;;KG;Quilograma;
19011020;01/01/2016;;KG;Quilograma;
19011030;01/01/2016;;KG;Quilograma;
19011090;01/01/2016;;KG;Quilograma;
19012000;01/01/2016;;KG;Quilograma;
19019010;01/01/2016;;KG;Quilograma;
19019020;01/01/2016;;KG;Quilograma;
19019090;01/01/2016;;KG;Quilograma;
19021100;01/01/2016;;KG;Quilograma;
19021900;01/01/2016;;KG;Quilograma;
19022000;01/01/2016;;KG;Quilograma;
19023000;01/01/2016;;KG;Quilograma;
19024000;01/01/2016;;KG;Quilograma;
19030000;01/01/2016;;KG;Quilograma;
19041000;01/01/2016;;KG;Quilograma;
19042000;01/01/2016;;KG;Quilograma;
19043000;01/01/2016;;KG;Quilograma;
19049000;01/01/2016;;KG;Quilograma;
19051000;01/01/2016;;KG;Quilograma;
19052010;01/01/2016;;KG;Quilograma;
19052090;01/01/2016;;KG;Quilograma;
19053100;01/01/2016;;KG;Quilograma;
19053200;01/01/2016;;KG;Quilograma;
19054000;01/01/2016;;KG;Quilograma;
19059010;01/01/2016;;KG;Quilograma;
19059020;01/01/2016;;KG;Quilograma;
19059090;01/01/2016;;KG;Quilograma;
20011000;01/01/2016;;KG;Quilograma;
20019000;01/01/2016;;KG;Quilograma;
20021000;01/01/2016;;KG;Quilograma;
20029000;01/04/2022;;KG;Quilograma;
20031000;01/01/2016;;KG;Quilograma;
20039000;01/01/2016;;KG;Quilograma;
20041000;01/01/2016;;KG;Quilograma;
20049000;01/01/2016;;KG;Quilograma;
20051000;01/01/2016;;KG;Quilograma;
20052000;01/01/2016;;KG;Quilograma;
20054000;01/01/2016;;KG;Quilograma;
20055100;01/01/2016;;KG;Quilograma;
20055900;01/01/2016;;KG;Quilograma;
20056000;01/01/2016;;KG;Quilograma;
20057000;01/01/2016;;KG;Quilograma;
20058000;01/01/2016;;KG;Quilograma;
20059100;01/01/2016;;KG;Quilograma;
20059900;01/01/2016;;KG;Quilograma;
20060000;01/01/2016;;KG;Quilograma;
20071000;01/01/2016;;KG;Quilograma;
20079100;01/01/2016;;KG;Quilograma;
20079910;01/01/2016;;KG;Quilograma;
20079921;01/01/2016;;KG;Quilograma;
20079922;01/01/2016;;KG;Quilograma;
20079923;01/01/2016;;KG;Quilograma;
20079924;01/01/2016;;KG;Quilograma;
20079925;01/01/2016;;KG;Quilograma;
20079926;01/07/2017;;KG;Quilograma;
20079927;01/07/2017;;KG;Quilograma;
20079929;01/01/2016;;KG;Quilograma;
20079990;01/01/2016;;KG;Quilograma;
20081100;01/01/2016;;KG;Quilograma;
20081900;01/01/2016;;KG;Quilograma;
20082010;01/01/2016;;KG;Quilograma;
20082090;01/01/2016;;KG;Quilograma;
20083000;01/01/2016;;KG;Quilograma;
20084010;01/01/2016;;KG;Quilograma;
20084090;01/01/2016;;KG;Quilograma;
20085000;01/01/2016;;KG;Quilograma;
20086010;01/01/2016;;KG;Quilograma;
20086090;01/01/2016;;KG;Quilograma;
20087010;01/01/2016;;KG;Quilograma;
20087020;01/01/2016;;KG;Quilograma;
20087090;01/01/2016;;KG;Quilograma;
20088000;01/01/2016;;KG;Quilograma;
20089100;01/01/2016;;KG;Quilograma;
20089300;01/01/2016;;KG;Quilograma;
20089710;01/01/2016;;KG;Quilograma;
20089790;01/01/2016;;KG;Quilograma;
20089900;01/01/2016;;KG;Quilograma;
20091100;01/01/2016;;KG;Quilograma;
20091200;01/01/2016;;KG;Quilograma;
20091900;01/01/2016;;KG;Quilograma;
20092100;01/01/2016;;KG;Quilograma;
20092900;01/01/2016;;KG;Quilograma;
20093100;01/01/2016;;KG;Quilograma;
20093900;01/01/2016;;KG;Quilograma;
20094100;01/01/2016;;KG;Quilograma;
20094900;01/01/2016;;KG;Quilograma;
20095000;01/01/2016;;KG;Quilograma;
20096100;01/01/2016;;KG;Quilograma;
20096900;01/01/2016;;KG;Quilograma;
20097100;01/01/2016;;KG;Quilograma;
20097900;01/01/2016;;KG;Quilograma;
20098100;01/01/2016;;KG;Quilograma;
20098911;01/01/2016;;KG;Quilograma;
20098912;01/01/2016;;KG;Quilograma;
20098913;01/01/2016;;KG;Quilograma;
20098919;01/01/2016;;KG;Quilograma;
20098921;01/07/2017;;KG;Quilograma;
20098922;01/07/2017;;KG;Quilograma;
20098990;01/01/2016;;KG;Quilograma;
20099000;01/01/2016;;KG;Quilograma;
21011110;01/01/2016;;TON;Tonel Metr Liquida;
21011190;01/01/2016;;TON;Tonel Metr Liquida;
21011200;01/01/2016;;TON;Tonel Metr Liquida;
21012010;01/01/2016;;KG;Quilograma;
21012020;01/01/2016;;KG;Quilograma;
21013000;01/01/2016;;KG;Quilograma;
21021010;01/01/2016;;KG;Quilograma;
21021090;01/01/2016;;KG;Quilograma;
21022000;01/01/2016;;KG;Quilograma;
21023000;01/01/2016;;KG;Quilograma;
21031010;01/01/2016;;KG;Quilograma;
21031090;01/01/2016;;KG;Quilograma;
21032010;01/01/2016;;KG;Quilograma;
21032090;01/01/2016;;KG;Quilograma;
21033010;01/01/2016;;KG;Quilograma;
21033021;01/01/2016;;KG;Quilograma;
21033029;01/01/2016;;KG;Quilograma;
21039011;01/01/2016;;KG;Quilograma;
21039019;01/01/2016;;KG;Quilograma;
21039021;01/01/2016;;KG;Quilograma;
21039029;01/01/2016;;KG;Quilograma;
21039091;01/01/2016;;KG;Quilograma;
21039099;01/01/2016;;KG;Quilograma;
21041011;01/01/2016;;KG;Quilograma;
21041019;01/01/2016;;KG;Quilograma;
21041021;01/01/2016;;KG;Quilograma;
21041029;01/01/2016;;KG;Quilograma;
21042000;01/01/2016;;KG;Quilograma;
21050010;01/01/2016;;KG;Quilograma;
21050090;01/01/2016;;KG;Quilograma;
21061000;01/01/2016;;KG;Quilograma;
